Gene_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
ENSG00000136371	2	3	1	4	3	1	3	3	4	6	13	0	2	12	4	5
ENSG00000155115	794	1154	1062	812	827	809	629	967	2195	1760	1993	1157	1803	1774	2376	1792
ENSG00000140479	1677	700	1121	401	658	1161	924	865	777	399	2003	215	324	1138	829	4591
ENSG00000155111	639	493	756	793	616	1102	562	651	726	514	973	948	589	1237	875	1201
ENSG00000177151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146457	1406	1524	1788	1401	1426	1805	1481	1739	2744	2110	2958	2054	1502	1951	2098	1817
ENSG00000181195	2	17	3	2	3	150	5	6	15	0	24	461	12	12	20	224
ENSG00000146453	8	6	8	2	2	3	2	2	11	2	2	4	9	3	2	8
ENSG00000181192	332	456	591	404	343	632	340	454	1164	931	1404	866	655	1130	1011	921
ENSG00000181191	462	837	902	572	574	946	483	819	728	477	656	1131	593	434	695	661
ENSG00000218502	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075785	6149	6704	8506	6326	6541	6239	7462	7565	7287	5011	7380	6074	4744	6839	7681	5409
ENSG00000244515	5	1	2	0	9	0	2	7	7	3	1	4	6	2	9	7
ENSG00000244514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244510	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244513	744	719	912	812	871	846	694	914	1035	879	1373	1237	982	1102	1017	1183
ENSG00000244512	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224853	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	2
ENSG00000224850	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000224851	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000224856	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0
ENSG00000224857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224854	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0
ENSG00000224855	80	75	95	73	87	104	70	71	116	73	124	148	98	117	98	131
ENSG00000240424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224858	7	6	1	5	0	11	5	5	2	1	6	13	5	4	0	4
ENSG00000240426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240423	1	12	7	0	1	13	0	1	4	2	1	1	1	1	5	3
ENSG00000264243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213380	703	846	807	707	735	878	519	820	1194	881	1125	851	761	1102	865	1474
ENSG00000173110	1373	193	232	492	367	191	547	484	47	46	38	54	73	29	45	32
ENSG00000264240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259548	3	0	0	0	0	1	0	0	1	9	8	0	1	2	1	0
ENSG00000264246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173114	27	49	39	53	17	85	41	40	16	3	2	18	5	4	12	13
ENSG00000259544	253	189	456	293	382	282	191	301	664	407	639	267	581	707	405	747
ENSG00000259545	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
ENSG00000259546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259540	14	4	1	3	21	7	2	10	11	20	23	5	13	31	7	21
ENSG00000259541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259542	2	11	13	3	27	16	10	31	23	19	33	48	27	24	5	43
ENSG00000259543	3	1	0	0	2	0	0	2	1	0	0	1	0	2	0	0
ENSG00000260552	66	306	343	72	148	199	144	284	154	106	191	70	31	147	90	40
ENSG00000087495	10	420	65	41	42	199	56	80	125	29	63	5	30	26	26	435
ENSG00000087494	385	245	986	3116	718	73	331	791	35	50	13	471	35	16	188	42
ENSG00000260555	0	0	0	1	1	0	1	2	1	3	1	1	3	2	1	1
ENSG00000140474	993	587	533	481	600	564	570	706	1290	1195	1260	790	986	978	907	711
ENSG00000264069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222024	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000261060	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000213386	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1
ENSG00000222022	10	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000176542	445	367	614	510	477	759	475	554	752	709	782	554	570	856	711	911
ENSG00000176540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149090	129	527	1862	186	1068	187	158	826	1610	511	408	12612	1439	136	4061	773
ENSG00000149091	2056	1357	1657	1685	1617	1546	1629	1714	1653	1251	1419	1705	1907	1344	1554	1328
ENSG00000141642	58	64	63	39	45	40	45	78	75	43	86	68	49	58	59	84
ENSG00000275149	1	8	9	3	9	3	2	6	71	51	102	15	126	452	88	12
ENSG00000141646	1012	1192	1224	1032	944	1473	824	1212	1581	1266	1332	1339	873	1202	1206	1877
ENSG00000141644	1438	1196	1252	1379	1340	1552	1082	1515	1487	1137	1382	1481	1216	1633	1168	1745
ENSG00000275142	4	0	0	2	3	1	0	2	2	1	1	4	4	7	5	0
ENSG00000265844	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000131398	257	30	83	131	253	32	239	135	962	602	617	1903	858	1136	782	710
ENSG00000275141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275147	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	0
ENSG00000275144	0	0	0	0	0	0	0	1	5	1	6	0	0	3	0	0
ENSG00000261061	33	40	43	22	33	12	29	33	51	31	40	143	27	22	48	128
ENSG00000259098	0	1	3	2	5	0	0	1	0	0	2	2	1	0	0	1
ENSG00000259099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259092	1	0	9	5	1	0	4	7	1	5	12	4	1	100	4	10
ENSG00000259093	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	1
ENSG00000259090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000259091	10	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0
ENSG00000104635	2659	2406	3077	2015	3664	2279	2859	3267	3597	1906	6430	1615	1844	37243	1249	2115
ENSG00000201998	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000259094	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134115	2	11	8	10	33	0	10	11	10	1	0	3	0	4	0	0
ENSG00000124097	7	4	4	6	6	12	0	1	2	0	3	3	1	2	0	2
ENSG00000232999	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000124092	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000124091	17	13	7	1	11	2	4	15	9	7	18	18	6	18	4	18
ENSG00000232990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232993	657	2629	868	601	1057	3445	734	784	477	256	231	265	188	166	184	81
ENSG00000232994	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1	1
ENSG00000232995	11	16	11	10	10	13	11	18	23	18	21	21	24	31	7	24
ENSG00000151379	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000124098	1368	3157	3252	2782	2449	3025	1512	2576	1773	1093	1767	1841	947	1253	1755	1405
ENSG00000179846	0	7	1	2	0	15	0	2	21	12	12	3	7	34	6	279
ENSG00000201992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176894	3	7	2	2	5	7	1	2	9	6	9	16	9	10	13	20
ENSG00000176895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179840	4	2	3	3	3	0	7	2	1	1	0	0	2	0	0	1
ENSG00000179841	88	122	203	187	116	100	59	145	73	64	63	304	239	58	256	48
ENSG00000261063	118	99	134	162	120	135	132	162	163	136	186	150	96	137	166	272
ENSG00000208892	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0
ENSG00000276419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206066	0	0	0	0	0	5	0	0	0	2	0	0	0	6	0	0
ENSG00000276411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263840	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	0
ENSG00000276417	8	6	0	5	4	9	2	6	4	8	6	5	7	14	2	16
ENSG00000188599	12	12	21	10	7	16	13	47	60	25	13	50	10	28	20	29
ENSG00000175216	1888	5703	3793	2654	2820	3243	1947	3035	2938	2143	3572	5271	2323	2751	2196	4338
ENSG00000175215	5352	5846	7031	8049	6927	7954	4573	5869	8426	6737	8212	3427	4263	6042	6579	4492
ENSG00000175213	195	277	278	203	205	270	146	234	277	236	242	198	175	215	287	291
ENSG00000172244	68	54	70	73	78	36	36	59	43	27	64	151	42	68	33	104
ENSG00000172247	118	336	257	147	255	293	79	237	115	22	50	112	59	77	91	92
ENSG00000145949	21	18	25	47	25	33	25	22	20	22	24	34	18	48	21	38
ENSG00000085999	97	97	88	72	86	84	64	89	256	142	235	671	150	213	161	441
ENSG00000163428	1129	1332	1584	1228	1291	1795	1044	1298	937	594	985	1295	690	1138	588	1224
ENSG00000267194	43	44	40	42	12	56	34	41	196	109	97	131	32	1083	26	956
ENSG00000131538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163421	11	21	26	2	6	6	6	4	3	1	0	4	1	0	0	1
ENSG00000276269	0	0	2	0	0	0	1	1	6	1	0	0	3	0	0	0
ENSG00000163424	5	0	0	0	2	0	0	0	0	1	1	3	1	0	1	3
ENSG00000139722	409	324	467	511	484	549	375	423	1397	1115	1857	1169	748	2374	1373	2628
ENSG00000139726	854	1115	1140	1133	978	1136	883	925	1646	1018	1624	1732	980	1142	1207	1449
ENSG00000139725	404	268	488	355	317	189	397	513	672	397	442	1634	660	377	586	553
ENSG00000196712	2472	2308	3212	4131	2639	2982	2281	2821	2556	2084	2510	2972	1893	2350	2647	2461
ENSG00000159251	368	14	35	105	118	7	23	64	17	27	1	26	2	11	7	0
ENSG00000267195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271204	1	0	0	0	2	0	0	0	7	7	11	11	10	2	5	16
ENSG00000142166	1981	2243	2915	2733	2337	2048	2358	2624	2312	1751	2605	1693	1323	1803	2650	1251
ENSG00000265845	10	5	1	2	9	3	3	7	11	17	30	5	7	27	4	13
ENSG00000234592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0	3	2	1	0	3	0	0
ENSG00000234590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235448	0	0	2	1	1	0	0	1	1	0	0	0	1	0	0	0
ENSG00000234597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132849	227	324	355	272	283	525	263	358	2030	1972	2255	1157	1472	3762	2195	3015
ENSG00000234595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132846	409	555	513	487	467	765	478	550	550	420	558	1056	445	1154	398	795
ENSG00000225031	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
ENSG00000225030	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000225037	0	1	0	0	4	2	2	1	5	8	4	4	3	5	0	5
ENSG00000132842	1249	1061	1639	1653	1341	1031	1331	1390	1659	1009	1713	1979	1387	1598	1377	1862
ENSG00000132840	208	295	298	114	334	328	167	493	102	74	147	600	110	199	89	242
ENSG00000271207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117174	548	668	595	754	457	638	469	694	737	415	627	598	413	599	437	938
ENSG00000128573	4	92	60	234	24	146	17	32	25	4	16	16	16	17	55	7
ENSG00000273657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109320	1153	1068	1131	1372	1000	1536	1066	1262	1368	1083	1343	1957	1046	1184	1075	1162
ENSG00000109321	16	66	93	47	149	35	28	197	6	1	33	269	58	12	18	9
ENSG00000233645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109323	1604	1209	1581	2040	1647	1599	1640	1659	507	325	529	679	386	359	405	638
ENSG00000233643	3	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000233642	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000233640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231349	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000082175	479	1461	2044	969	1101	2401	318	1086	4606	3086	4991	21901	2868	4803	1743	13671
ENSG00000231340	8	6	6	7	8	5	2	8	6	1	2	6	8	8	3	6
ENSG00000231341	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000265139	12	9	13	9	4	8	11	7	10	3	3	6	4	7	1	10
ENSG00000231344	0	0	1	0	1	1	0	1	0	2	2	1	0	1	0	0
ENSG00000231345	11	48	53	55	25	38	16	43	14	18	23	26	22	24	11	26
ENSG00000231346	29	18	13	22	19	8	14	21	38	24	46	20	40	34	26	23
ENSG00000241489	31	20	12	8	37	13	12	46	15	18	27	28	36	56	24	58
ENSG00000165868	481	1684	769	647	727	2095	573	1122	428	337	619	980	496	388	254	388
ENSG00000265137	2	3	1	0	4	1	0	4	2	1	3	1	2	2	0	1
ENSG00000278752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107798	14056	2589	8282	7961	8831	6717	11390	10200	1965	986	2465	2497	1896	1420	1440	1374
ENSG00000165861	628	682	1059	728	762	890	487	713	777	641	767	394	474	684	835	573
ENSG00000265134	2	3	1	1	3	1	5	2	4	4	2	7	0	6	0	6
ENSG00000165863	3	41	17	27	9	56	0	17	8	7	9	100	0	4	0	5
ENSG00000272414	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000272417	6	1	1	0	0	4	3	0	3	3	3	1	0	2	3	1
ENSG00000197991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272411	0	0	1	2	2	0	2	1	1	0	0	0	1	0	1	0
ENSG00000272410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083807	158	245	244	200	211	307	175	242	336	187	296	310	172	254	204	416
ENSG00000272419	248	218	180	115	261	180	173	336	329	384	272	305	190	349	252	238
ENSG00000272418	79	106	60	57	81	56	65	77	90	71	124	133	95	93	99	190
ENSG00000230695	0	1	2	0	2	0	1	0	1	0	2	0	0	0	4	0
ENSG00000183814	64	124	124	100	86	222	89	104	105	81	144	255	87	60	77	206
ENSG00000230697	3	0	0	1	3	2	0	0	2	2	0	3	1	1	0	0
ENSG00000230696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275029	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0
ENSG00000267199	360	255	307	375	298	305	326	284	233	155	302	199	282	272	389	182
ENSG00000230699	2	112	1	0	3	2	1	2	19	179	21	65	11	43	10	36
ENSG00000230698	4	3	3	2	2	6	0	0	38	72	62	14	33	44	31	17
ENSG00000172799	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000131759	1046	1372	1553	1245	1328	2285	1206	1615	1893	800	1501	3639	1783	1427	1769	903
ENSG00000234338	31	22	9	10	20	36	12	21	31	26	31	32	20	58	2	44
ENSG00000234336	107	56	121	93	60	116	57	79	408	210	424	249	209	388	117	569
ENSG00000234337	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000234335	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000234332	5	0	1	2	0	0	0	0	0	1	1	0	0	0	0	10
ENSG00000234333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172795	1100	984	1177	1296	907	980	984	1081	830	579	766	823	592	657	652	968
ENSG00000172794	62	69	126	99	49	62	114	175	44	69	22	31	71	38	69	24
ENSG00000262519	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274712	64	39	50	45	44	55	88	50	35	46	71	93	64	98	117	51
ENSG00000255441	383	47	152	325	213	21	405	142	14	21	29	33	107	17	41	23
ENSG00000274716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153551	837	558	884	817	715	502	784	796	2162	1725	1986	1630	802	985	2244	746
ENSG00000274718	4	11	20	33	18	2	9	18	24	25	38	37	19	27	9	47
ENSG00000274719	1	0	0	1	1	0	0	0	10	1	4	32	3	5	7	5
ENSG00000251293	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000174567	0	1	2	0	0	0	0	1	59	33	38	23	39	24	33	2
ENSG00000174564	48	3	14	20	23	4	21	21	14	14	15	19	5	21	10	11
ENSG00000174562	0	0	0	2	0	1	0	1	0	0	1	5	0	0	0	3
ENSG00000224079	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000206677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224077	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224070	0	6	1	1	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000206674	3	0	1	0	3	1	0	0	2	1	4	1	0	2	0	5
ENSG00000224072	3	4	1	2	4	6	3	4	1	5	7	14	6	10	2	9
ENSG00000267574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262903	85	125	108	118	136	117	87	148	149	108	131	162	72	130	76	80
ENSG00000068079	462	851	928	613	674	658	572	758	889	725	885	390	491	574	694	324
ENSG00000277162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277160	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000277161	120	92	94	94	111	106	92	123	181	150	185	263	130	182	95	208
ENSG00000271734	3	4	2	2	4	3	7	1	2	1	1	1	3	3	0	2
ENSG00000206672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165288	682	465	569	570	544	735	500	608	781	571	783	736	559	901	592	1065
ENSG00000248936	3	4	16	5	4	2	7	9	8	5	4	28	11	11	8	21
ENSG00000089234	359	468	617	563	424	580	390	401	544	434	702	479	393	580	489	557
ENSG00000165280	4206	5763	6371	6003	5136	4946	4265	5253	6352	4319	6820	7665	5808	5416	6153	6499
ENSG00000165283	785	1441	1473	1197	1152	1306	853	1372	2112	1325	2208	2152	1358	1493	1299	1687
ENSG00000139180	82	108	88	81	95	95	66	105	118	113	129	117	83	144	73	117
ENSG00000259819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232698	3	0	1	6	0	0	2	4	6	0	0	0	1	0	6	0
ENSG00000232696	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000232695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232693	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000232692	10	9	2	4	11	12	3	12	4	7	8	9	12	9	0	13
ENSG00000232690	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000214883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251095	110	198	93	192	104	202	174	100	48	26	21	91	59	30	60	6
ENSG00000263080	0	3	2	2	1	8	1	1	1	0	1	1	1	3	3	2
ENSG00000214888	0	0	0	0	0	1	0	0	0	0	2	7	0	1	0	2
ENSG00000251099	0	2	0	0	0	0	0	0	0	0	1	8	0	5	2	5
ENSG00000253807	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000253806	4	12	12	5	9	7	7	22	14	9	13	12	10	32	21	24
ENSG00000253805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203485	2412	1367	2002	1258	2031	2014	1682	1938	2293	1961	2115	1992	2213	1341	1524	1428
ENSG00000253803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011295	589	745	893	631	624	710	575	756	1167	927	1322	1173	752	1060	965	1312
ENSG00000201413	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111640	36613	44323	56227	44325	41011	28443	33412	48010	49703	35562	65269	54254	44174	41986	55232	52948
ENSG00000201410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111647	768	491	771	891	732	568	572	686	624	388	641	779	537	532	573	521
ENSG00000253809	0	2	0	0	2	1	0	2	1	4	1	51	1	1	0	0
ENSG00000253808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272899	22	31	67	46	53	53	24	51	58	38	44	43	37	51	16	52
ENSG00000182149	2229	2702	2627	2691	2301	2992	2011	2797	3569	2669	3628	3013	2525	2810	2978	3210
ENSG00000228744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228742	17	0	15	5	7	0	16	8	0	0	1	0	2	1	1	0
ENSG00000228740	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228741	14	1	19	35	7	1	1	15	9	10	6	13	2	5	5	10
ENSG00000260267	130	96	105	71	96	136	71	93	227	179	194	247	206	181	151	216
ENSG00000228748	293	543	615	329	479	723	276	482	1621	1801	2438	937	880	6963	1392	2589
ENSG00000197948	734	562	540	617	663	590	482	787	449	400	376	559	426	387	352	531
ENSG00000249857	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247872	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000249855	13	8	3	6	22	6	2	8	2	5	8	20	6	17	1	10
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247877	0	0	1	0	1	2	3	0	0	0	3	1	2	0	0	0
ENSG00000179010	4391	6974	7420	5599	5547	7792	4601	6193	8202	4898	7830	8488	5148	6587	7206	10537
ENSG00000242807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249850	0	3	0	1	0	0	1	7	4	1	1	1	2	6	0	7
ENSG00000171262	527	750	722	539	591	843	523	654	828	589	889	1247	678	582	632	905
ENSG00000242808	2	21	14	12	5	20	2	6	6	1	11	7	4	7	6	3
ENSG00000249859	102	144	84	52	119	110	138	162	101	94	148	124	102	114	77	68
ENSG00000249858	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0
ENSG00000263082	0	0	1	0	0	0	0	0	5	7	21	42	25	36	8	44
ENSG00000230929	3	2	2	5	1	6	3	4	5	7	1	2	4	4	2	3
ENSG00000230928	23	83	36	15	41	30	21	34	10	17	37	34	4	26	18	85
ENSG00000230927	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000230926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230923	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230922	0	1	0	0	0	0	0	1	0	0	0	7	0	0	0	0
ENSG00000230921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182141	267	374	262	256	256	396	255	289	303	310	355	304	288	430	297	395
ENSG00000239649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239648	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1
ENSG00000225472	4	2	6	3	2	13	2	9	1	2	1	0	0	3	0	3
ENSG00000279862	1	7	6	0	9	3	1	1	3	4	2	11	1	4	0	1
ENSG00000265843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278273	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225470	324	339	291	257	302	413	275	395	388	341	441	439	310	401	355	463
ENSG00000250320	177	158	242	279	382	188	91	168	15	15	13	61	17	19	23	24
ENSG00000207150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207151	0	2	0	0	0	2	0	0	0	2	1	4	0	0	0	0
ENSG00000271474	36	11	9	25	20	43	3	16	16	16	23	44	19	13	7	20
ENSG00000207153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000207154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110514	1523	1104	1609	1758	1450	1643	1220	1698	1382	1133	1558	1552	1021	1473	925	1687
